compiledRelease/buyer/id,compiledRelease/buyer/name,ID_cat,Nombre Categoría
DNCP-SICP-CODE-28,Municipalidad de Quiindy,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-326,Dirección Nacional de Contrataciones Públicas (DNCP),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-300,Honorable Cámara de Diputados (DIPUTADOS),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-299,Ministerio del Interior (M.I.),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-92,Gobierno Departamental de Alto Paraguay (GOBALTOPY),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-85,Municipalidad de Vaquería,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-58,Municipalidad de Juan Manuel Frutos,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-72,Municipalidad de R.I. 3 Corrales,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-121,Municipalidad de Ypacarai,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-149,Municipalidad de Guazu Cuá,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-189,Industria Nacional del Cemento (INC),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-173,Municipalidad de Mayor Otaño,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-108,Municipalidad de Asunción,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-10,Municipalidad de Puerto Pinasco,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-21,Corte Suprema de Justicia (CSJ),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-239,Municipalidad de San Lázaro,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-68,Gobierno Departamental de Caazapá (CAAZAPÁ),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-157,Instituto de Previsión Social (IPS),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-48,Municipalidad de Santa Rita,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-146,Municipalidad de Cerrito,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-347,Ministerio de la Mujer (MM),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-153,Municipalidad de Mayor José D. Martinez,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-148,Municipalidad de Gral. José Eduvigis Díaz,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-270,Municipalidad de Caraguatay,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-111,Municipalidad de Maciel,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-290,Municipalidad de Félix Pérez Cardozo,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-132,Municipalidad de Cárlos Antonio López,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-308,Dirección Nacional de Aduanas (DNA),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-254,Municipalidad de Lima,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-260,Municipalidad de Santa Rosa del Aguaray,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-139,Secretaría de Transporte Área Metropolitana de Asuncion (SETAMA),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-335,Instituto Forestal Nacional (INFONA),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-137,Comisión Nacional de Telecomunicaciones (CONATEL),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-214,Municipalidad de San Miguel,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-18,Empresa de Servicios Sanitarios del Paraguay (ESSAP),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-94,Municipalidad de Buena Vista,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-336,Ministerio del Ambiente y Desarrollo Sostenible (MADES),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-64,Municipalidad de Aregua,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-234,Municipalidad de Minga Porá,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-196,Municipalidad de Ciudad del Este,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-102,Municipalidad de Mariano Roque Alonso,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-74,Municipalidad de Repatriación,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-14,Municipalidad de Villa Hayes,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-256,Municipalidad de San Estanislao,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-134,Municipalidad de Coronel Bogado,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-169,Administración Nacional de Navegación y Puertos (ANNP),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-176,Municipalidad de Obligado,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-221,Fondo Ganadero (FG.),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-178,Dirección Nacional de Aeronáutica Civil (DINAC),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-45,Municipalidad de San Alberto,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-106,Instituto Nacional de Desarrollo Rural y de la Tierra (INDERT),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-89,Municipalidad de J. Augusto Saldivar,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-318,Municipalidad de Tte Irala Fernandez,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-77,Gobierno Departamental de Misiones (MISIONES),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-31,Contraloría General de la República (C.G.R.),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-211,Municipalidad de Ayolas,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-57,Municipalidad de Juan Eulogio Estigarribia,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-55,Municipalidad de Coronel Oviedo,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-82,Gobierno Departamental de Ñeembucú (ÑEEMBUCÚ),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-220,Crédito Agrícola de Habilitación (CAH),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-95,Municipalidad de Mbuyapey,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-151,Municipalidad de Isla Umbú,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-50,Gobierno Departamental de San Pedro (S.PEDRO),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-91,Gobierno Departamental de Presidente Hayes (PTE.HAYES),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-298,Congreso Nacional (C.N.),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-307,Servicio Nacional de Calidad y Salud Animal (SENACSA),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-11,Ministerio de Justicia  (MJ),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-355,"Ministerio de Trabajo, Empleo y Seguridad Social (MTESS)",Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-130,Municipalidad de Capitán Meza,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-133,Municipalidad de Carmen del Paraná,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-53,Municipalidad de Caaguazú,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-317,Servicio Nacional de Calidad y Sanidad Vegetal y de Semillas (SENAVE),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-80,Gobierno Departamental de Alto Paraná (A.PARANÁ),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-230,Universidad Nacional del Este (UNE),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-66,Municipalidad de Fernando de la Mora,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-162,Caja de Jubilaciones y Pensiones de Empleados de Bancarios (CAJ.BANC.),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-107,Dirección de Beneficencia (DIBEN),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-339,Municipalidad de Gral Jose M. Bruguez,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-135,Municipalidad de Edelira,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-105,"Ministerio de Urbanismo, Vivienda y Habitat (MUVH)",Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-79,Municipalidad de Itá,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-259,Municipalidad de San Pedro del Ycuamandiyú,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-284,Municipalidad de Tobatí,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-238,Municipalidad de Gral. Bernardino Caballero,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-185,Municipalidad de Gral. Francisco Caballero Alvarez,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-118,Municipalidad de San Lorenzo,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-187,Municipalidad de Katuete,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-379,Instituto Nacional de Estadística (INE),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-310,Municipalidad de San Roque González de Santa Cruz,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-328,Municipalidad de Tembiapora,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-304,Ministerio de Defensa Nacional (MDN),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-186,Municipalidad de Itanará,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-203,Municipalidad de Pirapó,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-272,Municipalidad de Eusebio Ayala,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-201,Municipalidad de Itakyry,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-179,Petróleos Paraguayos (PETROPAR),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-311,Instituto Paraguayo de Artesania (IPA),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-334,Universidad Nacional de Caaguazu (UNCA),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-98,Gobierno Departamental de Boquerón,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-123,Instituto Paraguayo del Indígena (INDI),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-51,Gobierno Departamental de Cordillera (CORDILLERA),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-241,Municipalidad de Concepción,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-71,Municipalidad de Nueva Londres,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-154,Municipalidad de Paso de Patria,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-86,Municipalidad de Yhú,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-9,Municipalidad de José Falcón,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-93,Municipalidad de Avaí,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-15,Municipalidad de Fuerte Olimpo,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-277,Municipalidad de Mbocayaty del Yhaguy,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-25,Ministerio Público - Fiscalía (FGE),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-145,Instituto Nacional de Cooperativismo (INCOOP),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-217,Municipalidad de Santa Rosa Misiones,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-213,Municipalidad de San Juan Bautista,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-257,Municipalidad de Escobar,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-242,Municipalidad de Horqueta,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-188,Municipalidad de la Paloma del Espiritu Santo,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-209,Municipalidad de Trinidad,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-159,Caja de Jubilaciones y Pensiones del Personal de la Ande (CAJA ANDE),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-43,Cañas Paraguayas S.A. (CAPASA),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-104,"Instituto Nacional de Tecnología, Normalización y Metrología (INTN)",Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-193,Municipalidad de Yaguaron,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-208,Municipalidad de Tomás Romero Pereira,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-302,Vicepresidencia de la República (VP),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-253,Municipalidad de Itacurubí del Rosario,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-47,Municipalidad de Santa Fé del Paraná,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-119,Municipalidad de Villa Elisa,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-340,Universidad Nacional de Canindeyu (UNICAN),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-40,Gobierno Departamental de Concepción (CONCEPCIÓN),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-61,Gobierno Departamental de Guairá (GUAIRÁ),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-73,Municipalidad de Raúl Arsenio Oviedo,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-231,Universidad Nacional de Pilar (UNP),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-232,Municipalidad de Mbaracayú,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-59,Municipalidad de José Domingo Ocampos,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-24,Tribunal Superior de Justicia Electoral (TSJE),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-37,Municipalidad de Villarrica,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-8,Municipalidad de Nanawa,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-141,Municipalidad de Fram,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-138,Direccion Nacional de Transporte (DINATRAN),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-237,Universidad Nacional de Itapúa (UNI),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-122,Municipalidad de Ypané,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-26,Municipalidad de Paraguarí,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-60,Municipalidad de la Pastora,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-263,Municipalidad de Villa del Rosario,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-279,Municipalidad de Piribebuy,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-63,Municipalidad de Yguazú,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-150,Municipalidad de Humaitá,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-273,Municipalidad de Isla Pucú,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-262,Municipalidad de Unión,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-252,Municipalidad de Guajayvi,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-52,Municipalidad de 3 de Febrero,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-30,Consejo de la Magistratura (C.M.),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-3,Municipalidad de Villa Curuguaty,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-198,Municipalidad de Juan León Mallorquín,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-342,Ministerio de la Defensa Pública - Defensoría (MDP),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-44,Municipalidad de Presidente Franco,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-116,Municipalidad de Nueva Italia,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-258,Municipalidad de San Pablo,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-264,Municipalidad de Yataity del Norte,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-348,Comisión Nac. de Prevención contra la Tortura y Otros Tratos,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-303,Ministerio de Relaciones Exteriores (MRE),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-81,Gobierno Departamental de Central (CENTRAL),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-174,Municipalidad de Natalio,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-212,Municipalidad de San Ignacio,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-325,Universidad Nacional de Villarrica del Espiritu Santo (UNVES),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-120,Municipalidad de Villeta,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-320,Municipalidad de Filadelfia,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-358,Ag. Nac. de Eval. y Acreditación de la Educación Superior (ANEAES),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-99,Municipalidad de Lambaré,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-332,Jurado de Enjuiciamiento de Magistrados (JEM),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-161,Municipalidad de Itapúa Poty,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-147,Municipalidad de Desmochados,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-219,Municipalidad de Villa Florida,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-131,Municipalidad de Capitán Miranda,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-87,Gobierno Departamental de Amambay (AMAMBAY),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-216,Municipalidad de Santa María,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-285,Municipalidad de Valenzuela,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-165,Municipalidad de Villa Franca,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-33,Municipalidad de Natalicio Talavera,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-269,Municipalidad de Caacupé,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-62,Gobierno Departamental de Caaguazú (CAAGUAZÚ),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-228,Municipalidad de Acahay,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-255,Municipalidad de Nueva Germania,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-352,Direccion Nacional de Propiedad Intelectual (DINAPI),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-338,Dirección Nacional de Correos del Paraguay (DINACOPA),Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-297,Honorable Cámara de Senadores,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-327,Municipalidad de Tebicuary,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-128,Municipalidad de Bella Vista - Itapúa,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
DNCP-SICP-CODE-243,Municipalidad de Loreto,Cat6,"Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión"
